"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CompetenceMetier","CompetenceMetier.dateReconnaissance","CompetenceMetier.dateReconnaissance","","","",0,1,"","","","date {[]} {[]}
","Date à laquelle, l’organisme donnant l’autorisation d’exercer une qualification a reconnu cette qualification ou date à laquelle l'attribution a été donnée au professionnel.","Date à laquelle, l’organisme donnant l’autorisation d’exercer une qualification a reconnu cette qualification ou date à laquelle l'attribution a été donnée au professionnel.","","","","","","","","","",,,,,"",,,,"SavoirFaire.dateReconnaissance",0,1,"",""
"CompetenceMetier","CompetenceMetier.dateAbandon","CompetenceMetier.dateAbandon","","","",0,1,"","","","date {[]} {[]}
","Date à laquelle le professionnel a déclaré renoncer à l’exercice d’un savoir-faire ou date à laquelle il ne souhaite plus le faire apparaître.","Date à laquelle le professionnel a déclaré renoncer à l’exercice d’un savoir-faire ou date à laquelle il ne souhaite plus le faire apparaître.","","","","","","","","","",,,,,"",,,,"SavoirFaire.dateAbandon",0,1,"",""
"CompetenceMetier","CompetenceMetier.ExerciceProfessionnel","CompetenceMetier.ExerciceProfessionnel","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/ExerciceProfessionnel {[]} {[]}
","Lien vers la classe ExerciceProfessionnel","Lien vers la classe ExerciceProfessionnel","","","","","","","","","",,,,,"",,,,"SavoirFaire.ExerciceProfessionnel",1,1,"",""
"CompetenceMetier","CompetenceMetier.competenceMetier","CompetenceMetier.competenceMetier","","","",0,1,"","","","Coding {[]} {[]}
","Compétence métier acquise par le professionnel","Compétence métier acquise par le professionnel","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/ig/mos/ValueSet/competenceMetier-vs","",,,,"CompetenceMetier.competenceMetier",0,1,"",""
"Contact","Contact","Contact","","","",0,*,"","","","null {[]} {[]}
","Personne ou service qui agit comme point de contact auprès d'une autre personne ou d'un autre service.Exemple: Point de contact avec une personne ou une organisation (un guichet d'accueil, une source d'information, etc.).","Personne ou service qui agit comme point de contact auprès d'une autre personne ou d'un autre service.Exemple: Point de contact avec une personne ou une organisation (un guichet d'accueil, une source d'information, etc.).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Contact","Contact.IdContact","Contact.IdContact","","","",0,1,"","","","Identifier {[]} {[]}
","Identifiant du contact.","Identifiant du contact.","","","","","","","","","",,,,,"",,,,"Contact.IdContact",0,1,"",""
"Contact","Contact.nom","Contact.nom","","","",0,1,"","","","string {[]} {[]}
","Un nom de la personne ou du service à contacter.","Un nom de la personne ou du service à contacter.","","","","","","","","","",,,,,"",,,,"Contact.nom",0,1,"",""
"Contact","Contact.fonction","Contact.fonction","","","",0,1,"","","","string {[]} {[]}
","Un titre, une position ou une fonction de la personne assurant le contact au sein de son organisation (directeur, secrétaire, etc.).","Un titre, une position ou une fonction de la personne assurant le contact au sein de son organisation (directeur, secrétaire, etc.).","","","","","","","","","",,,,,"",,,,"Contact.fonction",0,1,"",""
"Contact","Contact.fonctionContact","Contact.fonctionContact","","","",0,1,"","","","Coding {[]} {[]}
","Code du titre, de la position ou de la fonction de la personne assurant le contact au sein de son organisation (directeur, secrétaire, etc.).","Code du titre, de la position ou de la fonction de la personne assurant le contact au sein de son organisation (directeur, secrétaire, etc.).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R251-FonctionContact/FHIR/TRE-R251-FonctionContact?vs","",,,,"Contact.fonctionContact",0,1,"",""
"Contact","Contact.natureContact","Contact.natureContact","","","",0,1,"","","","Coding {[]} {[]}
","Un service ou un guichet assurant le contact au sein de l'organisation (accueil, admission, etc.).","Un service ou un guichet assurant le contact au sein de l'organisation (accueil, admission, etc.).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R287-NatureContact/FHIR/TRE-R287-NatureContact?vs","",,,,"Contact.natureContact",0,1,"",""
"Contact","Contact.description","Contact.description","","","",0,1,"","","","string {[]} {[]}
","Une description du contact.","Une description du contact.","","","","","","","","","",,,,,"",,,,"Contact.description",0,1,"",""
"Contact","Contact.type","Contact.type","","","",0,1,"","","","Coding {[]} {[]}
","Type du point de contact, c'est à dire un téléservice, un point de contact physique (une personne), un contact téléphonique, etc.","Type du point de contact, c'est à dire un téléservice, un point de contact physique (une personne), un contact téléphonique, etc.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R206-TypeContact/FHIR/TRE-R206-TypeContact?vs","",,,,"Contact.type",0,1,"",""
"Contact","Contact.personne","Contact.personne","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/PersonnePhysique {[]} {[]}
","Informations détaillées de la personne point de contact.","Informations détaillées de la personne point de contact.","","","","","","","","","",,,,,"",,,,"Contact.personne",0,1,"",""
"Contact","Contact.role","Contact.role","","","",0,1,"","","","Coding {[]} {[]}
","Rôle de la personne point de contact auprès d'une autre personne. Exemple dans le cas d'un patient, ce rôle indique si le point de contact est la personne à prévenir en cas d'urgence, la personne de confiance, etc.","Rôle de la personne point de contact auprès d'une autre personne. Exemple dans le cas d'un patient, ce rôle indique si le point de contact est la personne à prévenir en cas d'urgence, la personne de confiance, etc.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R260-HL7RoleClass/FHIR/TRE-R260-HL7RoleClass?vs","",,,,"Contact.role",0,1,"",""
"Contact","Contact.relation","Contact.relation","","","",0,1,"","","","Coding {[]} {[]}
","Lien de la personne point de contact auprès d'une autre personne. Exemple dans le cas d'un patient, ce lien indique si le point de contact est son enfant, son frère, etc.","Lien de la personne point de contact auprès d'une autre personne. Exemple dans le cas d'un patient, ce lien indique si le point de contact est son enfant, son frère, etc.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/ig/mos/ValueSet/relation-vs","",,,,"Contact.relation",0,1,"",""
"Contact","Contact.dateDebut","Contact.dateDebut","","","",0,1,"","","","dateTime {[]} {[]}
","Date/heure à partir de laquelle le contact est effectif.","Date/heure à partir de laquelle le contact est effectif.","","","","","","","","","",,,,,"",,,,"Contact.dateDebut",0,1,"",""
"Contact","Contact.dateFin","Contact.dateFin","","","",0,1,"","","","dateTime {[]} {[]}
","Date/heure à partir de laquelle le contact n'est plus effectif.","Date/heure à partir de laquelle le contact n'est plus effectif.","","","","","","","","","",,,,,"",,,,"Contact.dateFin",0,1,"",""
"Contact","Contact.niveauConfidentialite","Contact.niveauConfidentialite","","","",0,1,"","","","Coding {[]} {[]}
","Le niveau de confidentialité permet de définir le niveau de restriction de l'accès aux attributs de la classe Contact.","Le niveau de confidentialité permet de définir le niveau de restriction de l'accès aux attributs de la classe Contact.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R283-NiveauConfidentialite/FHIR/TRE-R283-NiveauConfidentialite?vs","",,,,"Contact.niveauConfidentialite",0,1,"",""
"Contact","Contact.adresse","Contact.adresse","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Adresse {[]} {[]}
","Adresse géopostale du point de contact.","Adresse géopostale du point de contact.","","","","","","","","","",,,,,"",,,,"Contact.adresse",0,1,"",""
"Contact","Contact.lieu","Contact.lieu","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Lieu {[]} {[]}
","Lieu(x) rattaché(s) au contact.","Lieu(x) rattaché(s) au contact.","","","","","","","","","",,,,,"",,,,"Contact.lieu",0,*,"",""
"Contact","Contact.telecommunication","Contact.telecommunication","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Telecommunication {[]} {[]}
","Adresse(s) de télécommunication du contact (numéro de téléphone, adresse email, URL, etc.).","Adresse(s) de télécommunication du contact (numéro de téléphone, adresse email, URL, etc.).","","","","","","","","","",,,,,"",,,,"Contact.telecommunication",0,*,"",""
"Contact","Contact.NoteLiaison","Contact.NoteLiaison","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/NoteLiaison {[]} {[]}
","Lien vers la classe NoteLiaison","Lien vers la classe NoteLiaison","","","","","","","","","",,,,,"",,,,"Contact.NoteLiaison",0,*,"",""
"Contact","Contact.Agenda","Contact.Agenda","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Agenda {[]} {[]}
","Lien vers la classe Agenda","Lien vers la classe Agenda","","","","","","","","","",,,,,"",,,,"Contact.Agenda",0,*,"",""
"Contact","Contact.RendezVous","Contact.RendezVous","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/RendezVous {[]} {[]}
","Lien vers la classe RendezVous","Lien vers la classe RendezVous","","","","","","","","","",,,,,"",,,,"Contact.RendezVous",0,*,"",""
"Convention","Convention","Convention","","","",0,*,"","","","null {[]} {[]}
","Accord conclu entre deux ou plusieurs parties en vue de produire certains effets juridiques : créer des obligations, modifier ou mettre un terme à des obligations préexistantes.","Accord conclu entre deux ou plusieurs parties en vue de produire certains effets juridiques : créer des obligations, modifier ou mettre un terme à des obligations préexistantes.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Convention","Convention.numeroConvention","Convention.numeroConvention","","","",0,1,"","","","Identifier {[]} {[]}
","Numéro de la convention.","Numéro de la convention.","","","","","","","","","",,,,,"",,,,"Convention.numeroConvention",0,1,"",""
"Convention","Convention.titre","Convention.titre","","","",0,1,"","","","string {[]} {[]}
","Titre de la convention, par exemple ""Convention constitutive du groupement hospitalier de territoire des Bouches du Rhône"".","Titre de la convention, par exemple ""Convention constitutive du groupement hospitalier de territoire des Bouches du Rhône"".","","","","","","","","","",,,,,"",,,,"Convention.titre",0,1,"",""
"Convention","Convention.dateDebutConvention","Convention.dateDebutConvention","","","",0,1,"","","","date {[]} {[]}
","Date de début de la convention.","Date de début de la convention.","","","","","","","","","",,,,,"",,,,"Convention.dateDebutConvention",0,1,"",""
"Convention","Convention.dateFinConvention","Convention.dateFinConvention","","","",0,1,"","","","date {[]} {[]}
","Date de fin de la convention.","Date de fin de la convention.","","","","","","","","","",,,,,"",,,,"Convention.dateFinConvention",0,1,"",""
"Convention","Convention.EntiteGeographique","Convention.EntiteGeographique","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/EntiteGeographique {[]} {[]}
","Lien vers la classe EntiteGeographique","Lien vers la classe EntiteGeographique","","","","","","","","","",,,,,"",,,,"Convention.EntiteGeographique",1,1,"",""
"CoordonneeGeographique","CoordonneeGeographique","CoordonneeGeographique","","","",0,*,"","","","null {[]} {[]}
","Ensemble des coordonnées géographiques d'un point spécifique telles que la longitude, la latitude et l'altitude, exprimées suivant un système géodésique choisi. Il convient de distinguer les coordonnées géographiques des coordonnées projetées suivant différents systèmes de projection.Note complémentaire sur l'usage de la classe :1) Usage d'un autre méridien que Greenwich : Le méridien origine peut être celui de Greenwich (méridien international), ou encore celui propre à la géodésie d'un pays (historiquement méridien de Paris pour la France). Mais chaque méridien origine est défini numériquement par sa longitude par rapport au méridien international.2) Les normes OGC n'imposent pas de choix sur les systèmes : Situation sur le terrain: Systèmes les plus couramment utilisés en France métropolitaine et dans les départements d'Outre-mer:• France métropolitaine : 21 systèmes• Guadeloupe : 6 systèmes• Martinique : 4 systèmes• Guyane : 5 systèmes• Réunion : 4 systèmes3) Systèmes géographiques, planimétriques et altimétriques : Voir décret simple 2006-272 du 03 mars 2006 modifiant le décret n° 2000-1276 du 26 décembre 2000.","Ensemble des coordonnées géographiques d'un point spécifique telles que la longitude, la latitude et l'altitude, exprimées suivant un système géodésique choisi. Il convient de distinguer les coordonnées géographiques des coordonnées projetées suivant différents systèmes de projection.Note complémentaire sur l'usage de la classe :1) Usage d'un autre méridien que Greenwich : Le méridien origine peut être celui de Greenwich (méridien international), ou encore celui propre à la géodésie d'un pays (historiquement méridien de Paris pour la France). Mais chaque méridien origine est défini numériquement par sa longitude par rapport au méridien international.2) Les normes OGC n'imposent pas de choix sur les systèmes : Situation sur le terrain: Systèmes les plus couramment utilisés en France métropolitaine et dans les départements d'Outre-mer:• France métropolitaine : 21 systèmes• Guadeloupe : 6 systèmes• Martinique : 4 systèmes• Guyane : 5 systèmes• Réunion : 4 systèmes3) Systèmes géographiques, planimétriques et altimétriques : Voir décret simple 2006-272 du 03 mars 2006 modifiant le décret n° 2000-1276 du 26 décembre 2000.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CoordonneeGeographique","CoordonneeGeographique.systemeGeodesique","CoordonneeGeographique.systemeGeodesique","","","",0,1,"","","","Identifier {[]} {[]}
","Une identification du système de référence fixant les règles de mesure des positions géographiques. Le système géodésique intègre la description de l'ellipsoïde choisie.Exemple :- RGF93 pour la France métropolitaine fixé par le décret no 2000-1276 du 26 décembre 2000 ;- WGS 84, World Geodetic System 1984, système géodésique utilisé notamment par le système GPS.","Une identification du système de référence fixant les règles de mesure des positions géographiques. Le système géodésique intègre la description de l'ellipsoïde choisie.Exemple :- RGF93 pour la France métropolitaine fixé par le décret no 2000-1276 du 26 décembre 2000 ;- WGS 84, World Geodetic System 1984, système géodésique utilisé notamment par le système GPS.","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.systemeGeodesique",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.latitude","CoordonneeGeographique.latitude","","","",0,1,"","","","Quantity {[]} {[]}
","Une mesure de la distance angulaire nord ou sud depuis l'équateur jusqu'au parallèle du spécifique.L'unité de mesure est spécifiée dans le type ""Mesure"". Le choix est possible entre le Degré Décimal (DD) et le Degré Minute Seconde (DMS), l'unité de mesure est obligatoire dans l'échange.","Une mesure de la distance angulaire nord ou sud depuis l'équateur jusqu'au parallèle du spécifique.L'unité de mesure est spécifiée dans le type ""Mesure"". Le choix est possible entre le Degré Décimal (DD) et le Degré Minute Seconde (DMS), l'unité de mesure est obligatoire dans l'échange.","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.latitude",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.directionLatitude","CoordonneeGeographique.directionLatitude","","","",0,1,"","","","Coding {[]} {[]}
","Indicateur spécifiant la direction Nord (+) ou (N) et la direction Sud (-) ou (S) depuis l'équateur jusqu'au parallèle du point spécifique.","Indicateur spécifiant la direction Nord (+) ou (N) et la direction Sud (-) ou (S) depuis l'équateur jusqu'au parallèle du point spécifique.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R205-DirectionLatitude/FHIR/TRE-R205-DirectionLatitude?vs","",,,,"CoordonneeGeographique.directionLatitude",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.longitude","CoordonneeGeographique.longitude","","","",0,1,"","","","Quantity {[]} {[]}
","Une mesure de la distance angulaire est ou ouest depuis le méridien de Greenwich jusqu'au méridien du point spécifiqueL'unité de mesure est spécifiée dans le type ""Mesure"". Le choix est possible entre le Degré Décimal (DD) et le Degré Minute Seconde (DMS), l'unité de mesure est obligatoire dans l'échange.","Une mesure de la distance angulaire est ou ouest depuis le méridien de Greenwich jusqu'au méridien du point spécifiqueL'unité de mesure est spécifiée dans le type ""Mesure"". Le choix est possible entre le Degré Décimal (DD) et le Degré Minute Seconde (DMS), l'unité de mesure est obligatoire dans l'échange.","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.longitude",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.directionLongitude","CoordonneeGeographique.directionLongitude","","","",0,1,"","","","Coding {[]} {[]}
","Indicateur spécifiant la direction Ouest (-) ou (W) et la direction Est (+) ou (E) depuis le méridien de Greenwich jusqu'au méridien du point spécifique.","Indicateur spécifiant la direction Ouest (-) ou (W) et la direction Est (+) ou (E) depuis le méridien de Greenwich jusqu'au méridien du point spécifique.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R204-DirectionLongitude/FHIR/TRE-R204-DirectionLongitude?vs","",,,,"CoordonneeGeographique.directionLongitude",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.systemeAltimetrique","CoordonneeGeographique.systemeAltimetrique","","","",0,1,"","","","Identifier {[]} {[]}
","Une identification du système de référence fixant les règles de mesure de l'altitude.","Une identification du système de référence fixant les règles de mesure de l'altitude.","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.systemeAltimetrique",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.altitude","CoordonneeGeographique.altitude","","","",0,1,"","","","Quantity {[]} {[]}
","Une mesure de la hauteur du point spécifique par rapport au niveau de la mer. L'unité de mesure est spécifiée dans le type ""Mesure"". En général, l'unité de mesure choisie est le mètre.","Une mesure de la hauteur du point spécifique par rapport au niveau de la mer. L'unité de mesure est spécifiée dans le type ""Mesure"". En général, l'unité de mesure choisie est le mètre.","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.altitude",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.typePrecision","CoordonneeGeographique.typePrecision","","","",0,1,"","","","Coding {[]} {[]}
","Type de précision peut prendre par exemple les valeurs suivantes :** «Numéro de rue» : type de précision au numéro près (donc la plus fine);** «Rue» : type de précision à la voie (donc moins précise);** «Ville» : type de précision à la ville (donc la plus grossière).","Type de précision peut prendre par exemple les valeurs suivantes :** «Numéro de rue» : type de précision au numéro près (donc la plus fine);** «Rue» : type de précision à la voie (donc moins précise);** «Ville» : type de précision à la ville (donc la plus grossière).","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.typePrecision",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.precision","CoordonneeGeographique.precision","","","",0,1,"","","","integer {[]} {[]}
","La précision est un numérique indiquant le degré de qualité de la valeur retournée dans le type (par exemple la valeur  1.0 pour une précision exacte).Les adresses déjà géolocalisées avec une précision différente de 1.0 seront prises en compte dans le processus initial pour tenter une nouvelle géolocalisation.","La précision est un numérique indiquant le degré de qualité de la valeur retournée dans le type (par exemple la valeur  1.0 pour une précision exacte).Les adresses déjà géolocalisées avec une précision différente de 1.0 seront prises en compte dans le processus initial pour tenter une nouvelle géolocalisation.","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.precision",0,1,"",""
"CoordonneeGeographique","CoordonneeGeographique.coordonneeFiable","CoordonneeGeographique.coordonneeFiable","","","",0,1,"","","","boolean {[]} {[]}
","Cet attribut permet de signaler que les informations des coordonnées géographiques sont issues d'un mode de production qui assure un certain niveau de fiabilité.Valeurs possibles :- 1 = les coordonnées géographiques sont fiables- 0 = les coordonnées géographiques ne sont pas fiables","Cet attribut permet de signaler que les informations des coordonnées géographiques sont issues d'un mode de production qui assure un certain niveau de fiabilité.Valeurs possibles :- 1 = les coordonnées géographiques sont fiables- 0 = les coordonnées géographiques ne sont pas fiables","","","","","","","","","",,,,,"",,,,"CoordonneeGeographique.coordonneeFiable",0,1,"",""
"Creneau","Creneau","Creneau","","","",0,*,"","","","null {[]} {[]}
","Un créneau d’un agenda est un intervalle de temps, disponible ou occupé.","Un créneau d’un agenda est un intervalle de temps, disponible ou occupé.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Creneau","Creneau.idCreneau","Creneau.idCreneau","","","",0,1,"","","","Identifier {[]} {[]}
","Identifiant du créneau.","Identifiant du créneau.","","","","","","","","","",,,,,"",,,,"Creneau.idCreneau",0,1,"",""
"Creneau","Creneau.statut","Creneau.statut","","","",0,1,"","","","Coding {[]} {[]}
","Statut du créneau. Il est fixé à ""libre"".","Statut du créneau. Il est fixé à ""libre"".","","","","","","","","","",,,,,"",,,,"Creneau.statut",0,1,"",""
"Creneau","Creneau.dateDebut","Creneau.dateDebut","","","",0,1,"","","","dateTime {[]} {[]}
","Date et heure du début du créneau horaire.","Date et heure du début du créneau horaire.","","","","","","","","","",,,,,"",,,,"Creneau.dateDebut",0,1,"",""
"Creneau","Creneau.dateFin","Creneau.dateFin","","","",0,1,"","","","dateTime {[]} {[]}
","Date et heure de fin du créneau horaire.","Date et heure de fin du créneau horaire.","","","","","","","","","",,,,,"",,,,"Creneau.dateFin",0,1,"",""
"Creneau","Creneau.informationComplementaire","Creneau.informationComplementaire","","","",0,1,"","","","string {[]} {[]}
","Commentaire lié au créneau.","Commentaire lié au créneau.","","","","","","","","","",,,,,"",,,,"Creneau.informationComplementaire",0,1,"",""
"Creneau","Creneau.Agenda","Creneau.Agenda","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Agenda {[]} {[]}
","Lien vers la classe Agenda","Lien vers la classe Agenda","","","","","","","","","",,,,,"",,,,"Creneau.Agenda",1,1,"",""
"Creneau","Creneau.RendezVous","Creneau.RendezVous","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/RendezVous {[]} {[]}
","Lien vers la classe RendezVous","Lien vers la classe RendezVous","","","","","","","","","",,,,,"",,,,"Creneau.RendezVous",0,*,"",""
"DESC1","DESC1","DESC1","","","",0,*,"","","","null {[]} {[]}
","Les DESC de groupe I ou non qualifiants (2 ans d'études) offrent une compétence supplémentaire ou un champ d'exercice plus large que celui ouvert par le DES, mais ne changent pas la qualification officielle de leurs titulaires auprès de l'Ordre des Médecins. Ils peuvent aussi apporter à des spécialistes des connaissances générales intéressant plusieurs spécialités (allergologie, cancérologie, etc.). Certains de ces DESC sont redondants avec des capacités de médecine, obtenues par la formation continue des médecins déjà diplômés, par exemple la capacité de médecine d'urgence. Il est cependant probable que les capacités disparaissent au profit des DESC équivalents dans un avenir proche.Dans le cadre du modèle, un DESC de groupe I est un type de diplôme. La classe DESC1 est représentée dans le modèle comme une spécialisation de la classe Diplome et à ce titre, elle hérite des attributs et des associations de cette classe.","Les DESC de groupe I ou non qualifiants (2 ans d'études) offrent une compétence supplémentaire ou un champ d'exercice plus large que celui ouvert par le DES, mais ne changent pas la qualification officielle de leurs titulaires auprès de l'Ordre des Médecins. Ils peuvent aussi apporter à des spécialistes des connaissances générales intéressant plusieurs spécialités (allergologie, cancérologie, etc.). Certains de ces DESC sont redondants avec des capacités de médecine, obtenues par la formation continue des médecins déjà diplômés, par exemple la capacité de médecine d'urgence. Il est cependant probable que les capacités disparaissent au profit des DESC équivalents dans un avenir proche.Dans le cadre du modèle, un DESC de groupe I est un type de diplôme. La classe DESC1 est représentée dans le modèle comme une spécialisation de la classe Diplome et à ce titre, elle hérite des attributs et des associations de cette classe.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DESC1","DESC1.typeDiplome","DESC1.typeDiplome","","","",0,1,"","","","Coding {[]} {[]}
","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R14-TypeDiplome/FHIR/TRE-R14-TypeDiplome?vs","",,,,"Diplome.typeDiplome",0,1,"",""
"DESC1","DESC1.lieuFormation","DESC1.lieuFormation","","","",0,1,"","","","Coding {[]} {[]}
","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R16-LieuFormation/FHIR/TRE-R16-LieuFormation?vs","",,,,"Diplome.lieuFormation",0,1,"",""
"DESC1","DESC1.dateDiplome","DESC1.dateDiplome","","","",0,1,"","","","date {[]} {[]}
","Date d’obtention du diplôme.","Date d’obtention du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.dateDiplome",0,1,"",""
"DESC1","DESC1.numeroDiplome","DESC1.numeroDiplome","","","",0,1,"","","","string {[]} {[]}
","Numéro du diplôme.","Numéro du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.numeroDiplome",0,1,"",""
"DESC1","DESC1.DESC1","DESC1.DESC1","","","",0,1,"","","","Coding {[]} {[]}
","Diplôme d'études spécialisées complémentaires non qualifiants (DESC I).","Diplôme d'études spécialisées complémentaires non qualifiants (DESC I).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R50-DESCGroupe1Diplome/FHIR/TRE-R50-DESCGroupe1Diplome?vs","",,,,"DESC1.DESC1",0,1,"",""
"DESC2","DESC2","DESC2","","","",0,*,"","","","null {[]} {[]}
","Les DESC de groupe II ou qualifiants (3 ans d'études) représentent des spécialités par eux-mêmes. Dans le cadre du modèle, un DESC de groupe II est un type de diplôme. La classe DESC2 est représentée dans le modèle comme une spécialisation de la classe Diplome et à ce titre, elle hérite des attributs et des associations de cette classe.","Les DESC de groupe II ou qualifiants (3 ans d'études) représentent des spécialités par eux-mêmes. Dans le cadre du modèle, un DESC de groupe II est un type de diplôme. La classe DESC2 est représentée dans le modèle comme une spécialisation de la classe Diplome et à ce titre, elle hérite des attributs et des associations de cette classe.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DESC2","DESC2.typeDiplome","DESC2.typeDiplome","","","",0,1,"","","","Coding {[]} {[]}
","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R14-TypeDiplome/FHIR/TRE-R14-TypeDiplome?vs","",,,,"Diplome.typeDiplome",0,1,"",""
"DESC2","DESC2.lieuFormation","DESC2.lieuFormation","","","",0,1,"","","","Coding {[]} {[]}
","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R16-LieuFormation/FHIR/TRE-R16-LieuFormation?vs","",,,,"Diplome.lieuFormation",0,1,"",""
"DESC2","DESC2.dateDiplome","DESC2.dateDiplome","","","",0,1,"","","","date {[]} {[]}
","Date d’obtention du diplôme.","Date d’obtention du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.dateDiplome",0,1,"",""
"DESC2","DESC2.numeroDiplome","DESC2.numeroDiplome","","","",0,1,"","","","string {[]} {[]}
","Numéro du diplôme.","Numéro du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.numeroDiplome",0,1,"",""
"DESC2","DESC2.DESC2","DESC2.DESC2","","","",0,1,"","","","Coding {[]} {[]}
","Diplôme d'études spécialisées complémentaires qualifiants (DESC II).","Diplôme d'études spécialisées complémentaires qualifiants (DESC II).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R51-DESCGroupe2Diplome/FHIR/TRE-R51-DESCGroupe2Diplome?vs","",,,,"DESC2.DESC2",0,1,"",""
